grade,sub_grade,short_emp,emp_length_num,home_ownership,dti,purpose,term,last_delinq_none,last_major_derog_none,revol_util,total_rec_late_fee,safe_loans
B,B3,0,4,RENT,24.65,debt_consolidation, 36 months,1,1,93.6,0.0,-1
C,C3,0,5,MORTGAGE,13.67,debt_consolidation, 36 months,0,1,73.7,14.9598,-1
B,B3,0,2,RENT,19.65,debt_consolidation, 36 months,1,1,58.5,0.0,-1
D,D4,0,3,RENT,7.52,credit_card, 36 months,1,1,64.9,0.0,-1
B,B2,0,3,RENT,34.65,debt_consolidation, 36 months,1,1,48.2,0.0,-1
D,D1,0,5,OWN,27.6,debt_consolidation, 36 months,1,1,38.6,0.0,-1
C,C3,1,1,RENT,9.8,debt_consolidation, 36 months,1,1,37.1,0.0,-1
C,C4,0,4,RENT,4.74,wedding, 36 months,1,1,51.1,0.0,-1
A,A5,0,3,RENT,19.95,home_improvement, 36 months,1,1,54.3,0.0,-1
D,D1,0,6,OWN,29.71,debt_consolidation, 36 months,1,1,65.0,0.0,-1
E,E2,0,7,MORTGAGE,11.28,debt_consolidation, 60 months,0,1,69.9,0.0,-1
C,C2,0,11,MORTGAGE,14.07,debt_consolidation, 36 months,0,0,51.7,0.0,-1
E,E3,0,5,RENT,24.45,other, 60 months,0,0,91.9,0.0,-1
C,C3,0,3,RENT,20.68,debt_consolidation, 36 months,1,1,96.3,0.0,-1
D,D3,0,2,RENT,23.19,credit_card, 36 months,0,1,92.2,0.0,-1
E,E2,0,11,MORTGAGE,21.14,debt_consolidation, 60 months,1,1,53.0,0.0,-1
C,C3,0,3,RENT,3.32,credit_card, 36 months,0,0,66.0,14.9946,-1
C,C2,0,11,MORTGAGE,34.92,debt_consolidation, 36 months,0,0,76.3,0.0,-1
C,C1,0,11,RENT,27.03,debt_consolidation, 36 months,0,1,68.9,0.0,-1
D,D4,1,1,RENT,25.23,credit_card, 36 months,0,0,94.2,0.0,-1
D,D2,0,2,RENT,16.79,moving, 36 months,0,0,74.2,14.9863,-1
A,A4,0,3,OWN,9.0,home_improvement, 36 months,1,1,20.4,0.0,-1
B,B3,0,3,OWN,24.6,home_improvement, 36 months,1,1,78.7,0.0,-1
B,B1,0,7,RENT,7.24,credit_card, 36 months,1,1,31.4,0.0,-1
C,C5,1,1,RENT,18.47,debt_consolidation, 36 months,1,1,91.2,0.0,-1
D,D4,0,11,RENT,8.07,debt_consolidation, 36 months,1,1,96.6,0.0,-1
C,C1,0,6,MORTGAGE,30.6,credit_card, 36 months,0,1,58.4,0.0,-1
D,D2,0,5,OWN,17.78,debt_consolidation, 36 months,1,1,41.0,0.0,-1
D,D4,0,11,MORTGAGE,26.35,debt_consolidation, 60 months,1,1,52.1,0.0,-1
A,A3,0,11,OWN,5.16,debt_consolidation, 36 months,1,1,26.5,0.0,-1
B,B3,0,2,RENT,13.12,credit_card, 36 months,1,1,62.7,0.0,-1
D,D4,0,7,RENT,23.95,debt_consolidation, 36 months,1,1,96.1,0.0,-1
D,D2,0,8,MORTGAGE,11.57,credit_card, 36 months,0,0,76.3,0.0,-1
D,D2,0,6,RENT,6.81,debt_consolidation, 36 months,1,1,54.4,0.0,-1
D,D3,0,7,RENT,15.43,debt_consolidation, 36 months,1,1,75.7,0.0,-1
E,E3,0,11,RENT,31.44,major_purchase, 60 months,1,1,81.8,0.0,-1
E,E2,0,7,OWN,29.61,debt_consolidation, 60 months,1,1,71.7,0.0,-1
F,F4,0,11,RENT,17.05,debt_consolidation, 60 months,0,1,68.6,0.0,-1
D,D4,0,11,MORTGAGE,20.42,other, 60 months,1,1,63.9,0.0,-1
A,A1,0,5,RENT,7.98,small_business, 36 months,1,1,8.7,0.0,-1
D,D4,0,11,RENT,15.6,debt_consolidation, 36 months,0,1,70.8,0.0,-1
D,D3,0,9,MORTGAGE,26.15,debt_consolidation, 60 months,1,1,61.4,0.0,-1
C,C1,0,9,RENT,26.92,credit_card, 36 months,0,1,60.4,0.0,-1
C,C5,0,4,RENT,8.13,debt_consolidation, 36 months,1,1,45.8,0.0,-1
C,C5,0,3,RENT,19.86,debt_consolidation, 36 months,1,1,88.3,0.0,-1
B,B4,0,5,RENT,33.93,debt_consolidation, 36 months,1,1,79.6,0.0,-1
D,D5,0,11,RENT,15.7,debt_consolidation, 60 months,0,0,73.3,0.0,-1
B,B5,0,7,MORTGAGE,26.44,other, 36 months,1,1,87.2,0.0,-1
C,C2,0,11,MORTGAGE,18.11,debt_consolidation, 36 months,1,1,76.8,0.0,-1
C,C4,0,3,RENT,14.48,debt_consolidation, 36 months,1,1,67.4,0.0,-1
E,E4,0,11,RENT,14.72,debt_consolidation, 36 months,0,0,92.0,0.0,-1
A,A5,0,2,RENT,17.2,credit_card, 36 months,1,1,47.1,0.0,-1
A,A4,0,6,OWN,5.8,vacation, 36 months,1,1,37.1,0.0,-1
F,F3,0,3,MORTGAGE,11.13,debt_consolidation, 60 months,1,1,80.1,0.0,-1
E,E3,0,3,RENT,11.8,debt_consolidation, 60 months,1,1,70.6,0.0,-1
C,C1,1,1,RENT,13.78,credit_card, 36 months,1,1,53.3,14.9963,-1
C,C2,0,6,MORTGAGE,2.54,major_purchase, 36 months,0,1,36.0,0.0,-1
C,C2,0,6,OWN,32.79,debt_consolidation, 36 months,1,1,87.5,0.0,-1
B,B5,0,11,RENT,28.2,debt_consolidation, 36 months,1,1,51.6,0.0,-1
E,E1,0,11,RENT,33.08,debt_consolidation, 36 months,1,1,95.2,0.0,-1
B,B3,0,7,RENT,18.47,debt_consolidation, 36 months,1,1,56.3,0.0,-1
B,B4,0,3,RENT,26.1,debt_consolidation, 36 months,1,1,56.6,0.0,-1
D,D2,0,8,MORTGAGE,18.87,debt_consolidation, 60 months,1,1,47.1,0.0,-1
B,B5,0,7,RENT,12.42,debt_consolidation, 36 months,1,1,89.7,0.0,-1
B,B4,0,5,RENT,15.66,debt_consolidation, 36 months,1,1,40.9,0.0,-1
D,D4,0,3,RENT,9.15,debt_consolidation, 36 months,0,0,68.1,27.97,-1
E,E4,1,1,RENT,16.94,debt_consolidation, 60 months,0,1,78.7,0.0,-1
A,A5,0,9,RENT,19.95,debt_consolidation, 36 months,1,1,81.2,0.0,-1
B,B3,0,3,RENT,3.17,other, 36 months,1,1,4.2,0.0,-1
C,C5,0,7,RENT,16.26,debt_consolidation, 36 months,0,1,32.0,0.0,-1
D,D1,0,11,MORTGAGE,10.85,debt_consolidation, 36 months,0,0,84.2,0.0,-1
B,B1,0,7,MORTGAGE,14.02,debt_consolidation, 36 months,0,0,75.8,0.0,-1
D,D4,0,4,MORTGAGE,18.62,debt_consolidation, 36 months,0,1,49.4,0.0,-1
C,C1,0,3,RENT,21.75,credit_card, 36 months,1,1,73.8,0.0,-1
D,D5,0,4,RENT,13.88,debt_consolidation, 36 months,1,1,48.0,0.0,-1
C,C2,0,9,MORTGAGE,6.11,small_business, 36 months,0,1,65.0,0.0,-1
F,F4,0,7,RENT,18.08,debt_consolidation, 60 months,0,0,93.1,0.0,-1
B,B3,1,1,RENT,9.46,moving, 36 months,1,1,40.1,0.0,-1
E,E3,0,7,RENT,25.44,debt_consolidation, 60 months,0,0,69.0,0.0,-1
E,E3,1,1,RENT,18.95,debt_consolidation, 60 months,0,1,85.6,0.0,-1
C,C1,0,4,MORTGAGE,18.88,debt_consolidation, 60 months,1,1,24.1,0.0,-1
F,F2,0,2,RENT,18.33,debt_consolidation, 60 months,1,1,88.0,0.0,-1
C,C5,0,8,OWN,19.46,debt_consolidation, 36 months,1,1,50.4,0.0,-1
G,G1,0,8,MORTGAGE,23.82,home_improvement, 60 months,0,1,47.2,0.0,-1
B,B3,0,11,RENT,12.32,medical, 36 months,1,1,66.6,0.0,-1
F,F3,0,6,MORTGAGE,28.03,home_improvement, 60 months,1,1,69.7,0.0,-1
C,C5,0,10,MORTGAGE,9.78,home_improvement, 60 months,1,1,53.4,0.0,-1
C,C2,0,11,MORTGAGE,21.77,debt_consolidation, 36 months,1,1,57.5,0.0,-1
D,D4,0,11,MORTGAGE,32.15,debt_consolidation, 60 months,1,1,80.9,0.0,-1
D,D4,0,9,MORTGAGE,18.93,credit_card, 60 months,1,1,72.2,0.0,-1
B,B3,0,8,MORTGAGE,18.45,home_improvement, 60 months,1,1,13.6,0.0,-1
B,B1,0,11,MORTGAGE,11.97,debt_consolidation, 36 months,1,1,72.5,0.0,-1
E,E4,0,7,MORTGAGE,13.52,debt_consolidation, 60 months,0,1,58.7,0.0,-1
B,B3,0,6,RENT,18.92,debt_consolidation, 36 months,1,1,52.9,0.0,-1
C,C4,1,1,RENT,7.37,debt_consolidation, 36 months,1,1,32.6,24.93,-1
B,B4,0,4,OWN,11.68,wedding, 36 months,0,1,32.7,0.0,-1
A,A2,0,7,RENT,25.25,debt_consolidation, 36 months,1,1,37.0,0.0,-1
C,C4,0,8,MORTGAGE,3.58,debt_consolidation, 60 months,1,1,27.2,0.0,-1
C,C3,0,5,RENT,16.33,debt_consolidation, 36 months,1,1,53.4,0.0,-1
D,D5,0,11,MORTGAGE,28.85,major_purchase, 60 months,0,0,78.3,0.0,-1
F,F4,0,11,MORTGAGE,6.79,debt_consolidation, 60 months,0,0,90.2,0.0,-1
C,C4,0,2,RENT,28.91,credit_card, 36 months,0,0,68.7,0.0,-1
A,A5,0,9,RENT,33.26,moving, 36 months,1,1,76.7,0.0,-1
C,C5,0,5,RENT,18.25,debt_consolidation, 36 months,1,1,75.6,0.0,-1
B,B5,0,3,MORTGAGE,6.12,debt_consolidation, 36 months,1,1,52.1,0.0,-1
B,B3,0,10,MORTGAGE,21.99,debt_consolidation, 36 months,1,1,53.2,0.0,-1
C,C4,0,5,MORTGAGE,16.3,debt_consolidation, 36 months,0,1,73.2,0.0,-1
B,B3,1,1,MORTGAGE,19.96,debt_consolidation, 36 months,0,1,10.2,0.0,-1
B,B2,0,8,MORTGAGE,12.72,wedding, 36 months,1,1,71.6,0.0,-1
C,C1,0,2,MORTGAGE,13.84,debt_consolidation, 36 months,1,1,84.1,0.0,-1
E,E4,0,2,RENT,8.42,other, 60 months,1,1,87.6,0.0,-1
B,B4,0,5,MORTGAGE,15.48,home_improvement, 60 months,1,1,26.2,0.0,-1
E,E3,0,5,RENT,8.14,debt_consolidation, 60 months,1,1,51.9,0.0,-1
C,C2,0,11,OWN,30.96,credit_card, 36 months,0,0,67.9,0.0,-1
A,A1,0,6,RENT,4.6,debt_consolidation, 36 months,1,1,15.5,0.0,-1
D,D2,0,9,RENT,16.98,debt_consolidation, 36 months,0,1,87.5,0.0,-1
B,B4,0,2,RENT,9.93,credit_card, 36 months,1,1,37.1,0.0,-1
E,E4,0,9,MORTGAGE,19.75,small_business, 60 months,1,1,76.0,0.0,-1
C,C4,0,4,RENT,11.84,debt_consolidation, 36 months,1,1,46.8,0.0,-1
C,C1,0,7,MORTGAGE,17.72,home_improvement, 36 months,1,1,71.6,0.0,-1
G,G1,0,11,RENT,16.37,debt_consolidation, 60 months,0,1,41.5,0.0,-1
B,B3,0,9,MORTGAGE,17.64,debt_consolidation, 36 months,1,1,57.0,0.0,-1
E,E4,0,11,MORTGAGE,18.05,debt_consolidation, 60 months,0,1,82.4,0.0,-1
C,C5,0,6,MORTGAGE,13.33,debt_consolidation, 36 months,1,1,28.6,0.0,-1
F,F1,0,6,MORTGAGE,20.14,debt_consolidation, 60 months,0,1,94.3,0.0,-1
D,D3,0,6,RENT,11.82,debt_consolidation, 36 months,1,1,71.6,0.0,-1
C,C2,0,2,RENT,15.68,debt_consolidation, 36 months,1,1,78.9,0.0,-1
B,B4,0,11,RENT,11.08,debt_consolidation, 36 months,1,1,83.3,0.0,-1
C,C3,1,1,OWN,8.26,debt_consolidation, 36 months,1,1,54.4,0.0,-1
D,D2,0,11,RENT,18.22,small_business, 36 months,0,0,41.5,15.0,-1
B,B2,0,11,OWN,17.3,debt_consolidation, 36 months,1,1,79.2,0.0,-1
B,B3,0,2,MORTGAGE,28.25,credit_card, 36 months,0,1,50.1,39.925,-1
B,B4,0,11,MORTGAGE,16.85,debt_consolidation, 36 months,1,1,82.4,0.0,-1
C,C1,0,5,RENT,30.17,debt_consolidation, 36 months,1,1,80.7,19.7362,-1
E,E5,0,11,RENT,19.14,debt_consolidation, 60 months,0,1,42.3,0.0,-1
E,E3,0,5,RENT,25.21,debt_consolidation, 60 months,0,1,66.5,0.0,-1
A,A4,0,11,RENT,17.07,other, 36 months,1,1,67.7,0.0,-1
C,C4,0,11,MORTGAGE,21.92,debt_consolidation, 36 months,1,1,91.5,0.0,-1
E,E4,0,11,MORTGAGE,24.63,debt_consolidation, 60 months,1,1,77.4,0.0,-1
D,D3,0,11,MORTGAGE,23.14,debt_consolidation, 36 months,0,1,70.2,0.0,-1
B,B3,0,11,RENT,13.44,debt_consolidation, 36 months,1,1,67.7,0.0,-1
D,D3,0,9,RENT,20.74,debt_consolidation, 36 months,1,1,96.5,0.0,-1
D,D3,1,1,RENT,6.39,credit_card, 36 months,0,1,40.4,0.0,-1
D,D5,0,9,OWN,9.13,car, 36 months,0,1,64.6,0.0,-1
D,D4,0,11,MORTGAGE,9.45,credit_card, 60 months,1,1,19.0,0.0,-1
B,B1,0,5,RENT,15.12,credit_card, 36 months,1,1,77.3,0.0,-1
D,D1,0,11,RENT,12.79,car, 36 months,0,1,76.5,0.0,-1
F,F1,0,11,MORTGAGE,24.87,credit_card, 60 months,0,1,77.2,0.0,-1
E,E2,0,4,RENT,23.89,debt_consolidation, 60 months,1,1,75.8,0.0,-1
C,C2,0,6,MORTGAGE,22.17,debt_consolidation, 36 months,1,1,76.3,0.0,-1
A,A4,0,11,OWN,18.47,debt_consolidation, 36 months,1,1,61.5,0.0,-1
F,F3,1,1,RENT,27.94,moving, 60 months,1,1,95.2,0.0,-1
D,D2,0,5,RENT,15.67,debt_consolidation, 36 months,0,0,56.0,0.0,-1
A,A2,1,1,MORTGAGE,24.45,debt_consolidation, 36 months,1,1,8.9,0.0,-1
B,B5,0,11,RENT,15.99,debt_consolidation, 36 months,0,0,60.8,0.0,-1
A,A5,0,8,RENT,3.51,debt_consolidation, 36 months,1,1,45.7,0.0,-1
E,E4,0,8,OWN,6.03,credit_card, 60 months,1,1,58.9,0.0,-1
D,D5,0,11,RENT,24.53,debt_consolidation, 36 months,1,1,89.2,0.0,-1
C,C2,0,7,RENT,5.64,debt_consolidation, 36 months,1,1,83.6,0.0,-1
E,E2,0,11,MORTGAGE,11.05,debt_consolidation, 36 months,0,1,81.6,0.0,-1
C,C2,0,3,RENT,15.75,credit_card, 36 months,1,1,89.1,0.0,-1
B,B3,0,4,RENT,10.71,credit_card, 36 months,1,1,71.3,0.0,-1
F,F2,0,11,MORTGAGE,17.17,debt_consolidation, 60 months,0,0,92.2,30.47,-1
D,D4,0,6,RENT,33.54,debt_consolidation, 36 months,1,1,69.8,0.0,-1
D,D4,0,11,MORTGAGE,14.82,debt_consolidation, 36 months,0,0,77.6,0.0,-1
C,C3,0,11,MORTGAGE,16.84,debt_consolidation, 36 months,0,0,38.7,0.0,-1
E,E3,0,7,MORTGAGE,27.56,debt_consolidation, 60 months,1,1,77.1,0.0,-1
E,E2,1,1,OWN,15.86,credit_card, 60 months,1,1,68.9,0.0,-1
B,B1,0,3,MORTGAGE,15.1,house, 36 months,0,0,35.9,0.0,-1
B,B2,0,11,MORTGAGE,14.93,debt_consolidation, 36 months,1,1,78.8,0.0,-1
A,A4,0,6,RENT,16.86,debt_consolidation, 36 months,1,1,42.3,0.0,-1
D,D5,0,3,RENT,5.58,debt_consolidation, 60 months,0,0,46.6,0.0,-1
C,C5,0,4,MORTGAGE,17.97,debt_consolidation, 36 months,0,1,68.5,0.0,-1
B,B5,0,7,RENT,26.07,debt_consolidation, 60 months,1,1,16.6,0.0,-1
C,C4,0,7,MORTGAGE,32.8,debt_consolidation, 36 months,1,1,68.9,0.0,-1
C,C1,0,2,MORTGAGE,20.15,credit_card, 36 months,1,1,61.5,0.0,-1
B,B3,0,3,RENT,5.82,medical, 36 months,1,1,46.6,0.0,-1
B,B3,1,0,RENT,27.57,credit_card, 36 months,0,1,88.1,0.0,-1
B,B5,0,6,RENT,5.89,credit_card, 36 months,0,1,45.4,0.0,-1
F,F3,0,11,MORTGAGE,30.17,debt_consolidation, 60 months,0,1,89.9,14.9754,-1
B,B2,0,5,MORTGAGE,6.45,debt_consolidation, 36 months,0,0,39.9,0.0,-1
D,D4,0,7,RENT,9.06,credit_card, 36 months,1,1,87.9,0.0,-1
C,C4,0,9,RENT,8.54,other, 36 months,0,1,51.3,0.0,-1
B,B3,0,6,RENT,14.76,debt_consolidation, 36 months,1,1,61.0,0.0,-1
C,C4,0,9,RENT,27.21,debt_consolidation, 36 months,1,1,58.0,0.0,-1
B,B5,0,4,RENT,11.11,debt_consolidation, 36 months,0,1,80.9,0.0,-1
B,B2,0,10,RENT,11.86,debt_consolidation, 60 months,1,1,15.4,0.0,-1
E,E4,0,2,RENT,9.05,debt_consolidation, 60 months,1,1,76.3,0.0,-1
B,B3,0,10,RENT,30.29,debt_consolidation, 36 months,1,1,57.1,0.0,-1
B,B3,0,2,RENT,3.28,other, 36 months,1,1,35.2,0.0,-1
B,B3,0,6,OWN,27.0,debt_consolidation, 36 months,1,1,44.2,0.0,-1
D,D1,0,3,MORTGAGE,19.2,debt_consolidation, 36 months,0,0,88.4,0.0,-1
D,D4,0,6,MORTGAGE,6.14,debt_consolidation, 36 months,0,1,73.8,0.0,-1
C,C1,0,8,RENT,11.15,debt_consolidation, 36 months,1,1,75.1,0.0,-1
A,A5,0,11,OWN,30.47,debt_consolidation, 36 months,1,1,77.3,0.0,-1
C,C1,1,1,MORTGAGE,6.02,home_improvement, 60 months,0,1,18.3,0.0,-1
C,C1,0,2,RENT,15.0,debt_consolidation, 36 months,1,1,67.2,0.0,-1
C,C4,0,9,MORTGAGE,34.52,credit_card, 36 months,0,0,68.6,0.0,-1
C,C4,0,11,MORTGAGE,23.25,debt_consolidation, 36 months,1,1,47.8,0.0,-1
B,B5,1,1,RENT,24.34,debt_consolidation, 36 months,1,1,64.6,0.0,-1
C,C3,0,2,MORTGAGE,8.44,credit_card, 36 months,1,1,49.1,0.0,-1
A,A4,0,11,MORTGAGE,32.49,debt_consolidation, 36 months,1,1,28.3,0.0,-1
C,C4,0,3,RENT,7.44,debt_consolidation, 36 months,1,1,83.7,14.965,-1
C,C4,0,11,MORTGAGE,9.36,credit_card, 36 months,0,0,82.5,0.0,-1
A,A4,0,3,MORTGAGE,13.91,credit_card, 36 months,1,1,41.4,14.9624,-1
B,B5,0,11,MORTGAGE,23.58,credit_card, 36 months,1,1,62.7,0.0,-1
C,C4,1,1,RENT,26.46,debt_consolidation, 36 months,0,0,67.0,0.0,-1
B,B4,0,10,MORTGAGE,4.58,other, 36 months,1,1,6.1,0.0,-1
D,D3,0,11,MORTGAGE,28.66,credit_card, 60 months,1,1,93.8,0.0,-1
A,A1,0,11,OWN,4.36,other, 36 months,1,1,12.7,0.0,-1
D,D5,0,11,MORTGAGE,18.17,debt_consolidation, 60 months,0,0,62.9,0.0,-1
F,F3,0,9,MORTGAGE,13.39,debt_consolidation, 60 months,0,0,84.0,39.9583,-1
F,F1,0,11,OWN,19.3,debt_consolidation, 60 months,0,1,54.0,0.0,-1
D,D3,0,11,MORTGAGE,15.62,debt_consolidation, 60 months,0,1,41.9,0.0,-1
B,B1,0,11,RENT,22.14,other, 36 months,1,1,72.2,0.0,-1
B,B4,0,8,RENT,6.82,debt_consolidation, 36 months,1,1,39.4,0.0,-1
C,C5,0,8,MORTGAGE,16.13,credit_card, 60 months,1,1,66.6,0.0,-1
E,E5,0,8,MORTGAGE,19.02,other, 60 months,1,1,95.3,0.0,-1
E,E1,0,6,MORTGAGE,24.85,other, 60 months,0,0,85.9,0.0,-1
A,A5,0,3,RENT,8.66,credit_card, 36 months,1,1,43.4,0.0,-1
B,B3,1,0,RENT,17.66,debt_consolidation, 36 months,1,1,88.4,0.0,-1
B,B4,0,5,OWN,19.91,car, 36 months,1,1,75.3,0.0,-1
C,C1,0,4,OWN,12.03,debt_consolidation, 60 months,0,0,51.7,0.0,-1
D,D2,0,8,OWN,13.58,debt_consolidation, 36 months,0,1,92.8,15.0,-1
A,A1,0,7,MORTGAGE,19.66,debt_consolidation, 36 months,1,1,5.6,0.0,-1
B,B3,1,1,RENT,24.03,debt_consolidation, 36 months,1,1,82.7,0.0,-1
B,B2,0,2,RENT,31.1,other, 36 months,1,1,82.0,0.0,-1
D,D4,0,11,MORTGAGE,19.18,debt_consolidation, 60 months,1,1,82.3,0.0,-1
C,C3,0,10,MORTGAGE,30.79,debt_consolidation, 36 months,1,1,49.9,0.0,-1
E,E2,0,11,RENT,10.18,small_business, 36 months,0,0,85.8,65.94,-1
B,B5,0,11,MORTGAGE,9.9,other, 36 months,1,1,89.5,0.0,-1
C,C4,0,8,RENT,17.52,other, 36 months,0,0,49.5,0.0,-1
B,B5,0,6,RENT,28.35,other, 60 months,1,1,59.2,0.0,-1
C,C5,0,5,MORTGAGE,8.87,other, 60 months,0,1,68.9,0.0,-1
C,C5,0,7,RENT,24.08,debt_consolidation, 36 months,1,1,70.6,0.0,-1
C,C2,0,6,MORTGAGE,16.26,debt_consolidation, 36 months,0,0,74.3,0.0,-1
C,C3,0,11,RENT,10.02,house, 60 months,0,1,19.6,0.0,-1
C,C4,0,11,MORTGAGE,28.68,debt_consolidation, 36 months,0,0,81.8,0.0,-1
E,E2,0,5,MORTGAGE,20.32,debt_consolidation, 60 months,0,0,91.5,0.0,-1
A,A4,0,5,RENT,11.07,medical, 36 months,0,1,0.9,14.9312,-1
B,B3,0,9,MORTGAGE,33.03,debt_consolidation, 60 months,1,1,31.2,0.0,-1
F,F2,0,5,MORTGAGE,20.99,credit_card, 60 months,1,1,88.4,0.0,-1
C,C5,0,7,RENT,19.44,other, 36 months,1,1,56.2,0.0,-1
C,C4,0,7,MORTGAGE,31.51,debt_consolidation, 60 months,0,1,60.7,0.0,-1
B,B3,1,1,MORTGAGE,15.36,debt_consolidation, 36 months,0,0,53.0,0.0,-1
C,C1,0,11,RENT,23.89,debt_consolidation, 36 months,0,1,65.5,0.0,-1
E,E1,0,11,MORTGAGE,14.04,debt_consolidation, 60 months,0,1,93.8,0.0,-1
B,B3,0,3,RENT,21.36,debt_consolidation, 36 months,1,1,52.2,0.0,-1
A,A4,0,4,RENT,26.12,credit_card, 36 months,1,1,60.5,0.0,-1
C,C1,0,11,OWN,3.6,home_improvement, 36 months,1,1,22.7,14.9852,-1
B,B3,0,9,MORTGAGE,20.67,debt_consolidation, 36 months,0,1,39.2,0.0,-1
G,G1,0,5,MORTGAGE,24.76,debt_consolidation, 60 months,0,1,88.8,0.0,-1
D,D3,0,11,RENT,32.18,debt_consolidation, 60 months,0,0,56.4,0.0,-1
B,B2,0,4,MORTGAGE,13.53,credit_card, 36 months,0,1,92.7,0.0,-1
C,C5,0,5,MORTGAGE,18.77,debt_consolidation, 36 months,0,0,76.6,0.0,-1
B,B2,0,8,RENT,26.0,debt_consolidation, 36 months,1,1,67.3,0.0,-1
B,B4,0,11,MORTGAGE,12.52,debt_consolidation, 36 months,0,0,59.6,0.0,-1
B,B1,0,5,MORTGAGE,14.4,debt_consolidation, 36 months,1,1,64.4,0.0,-1
D,D4,0,7,RENT,23.06,debt_consolidation, 60 months,1,1,93.3,0.0,-1
C,C1,0,11,MORTGAGE,19.44,debt_consolidation, 36 months,1,1,92.1,0.0,-1
A,A4,0,8,OWN,5.6,debt_consolidation, 36 months,1,1,18.3,0.0,-1
C,C5,0,7,RENT,11.3,debt_consolidation, 36 months,1,1,70.2,0.0,-1
E,E1,1,0,RENT,11.11,debt_consolidation, 36 months,1,1,84.4,0.0,-1
A,A4,1,0,RENT,21.25,debt_consolidation, 36 months,1,1,27.8,0.0,-1
A,A5,0,11,MORTGAGE,34.32,credit_card, 36 months,1,1,52.0,0.0,-1
C,C2,0,5,RENT,15.22,debt_consolidation, 36 months,1,1,48.5,0.0,-1
E,E1,1,1,RENT,14.73,credit_card, 36 months,1,1,45.5,0.0,-1
F,F1,0,10,MORTGAGE,19.38,house, 60 months,0,0,37.3,40.86,-1
C,C3,0,6,MORTGAGE,18.77,credit_card, 36 months,1,1,95.9,0.0,-1
G,G1,0,6,MORTGAGE,27.84,debt_consolidation, 60 months,1,1,59.1,0.0,-1
D,D2,0,7,RENT,21.21,debt_consolidation, 36 months,0,1,39.2,0.0,-1
F,F2,0,11,RENT,21.94,debt_consolidation, 60 months,0,1,83.9,0.0,-1
A,A5,0,11,MORTGAGE,13.83,debt_consolidation, 36 months,1,1,86.3,0.0,-1
B,B4,0,2,RENT,30.75,debt_consolidation, 36 months,0,0,71.4,0.0,-1
C,C4,0,5,RENT,11.8,other, 60 months,1,1,41.4,0.0,-1
C,C1,0,5,MORTGAGE,3.0,medical, 36 months,0,0,84.0,0.0,-1
B,B4,0,11,MORTGAGE,16.18,home_improvement, 36 months,0,1,54.2,0.0,-1
E,E3,0,5,RENT,9.78,debt_consolidation, 60 months,0,0,43.9,0.0,-1
A,A4,1,1,RENT,33.04,debt_consolidation, 36 months,1,1,67.3,15.0,-1
E,E3,0,9,RENT,28.92,debt_consolidation, 60 months,1,1,95.1,0.0,-1
C,C5,0,6,MORTGAGE,6.91,debt_consolidation, 36 months,0,1,88.7,0.0,-1
D,D1,0,11,RENT,13.32,debt_consolidation, 36 months,1,1,96.1,0.0,-1
C,C3,1,1,OWN,18.48,credit_card, 36 months,1,1,38.3,0.0,-1
E,E1,0,8,RENT,10.6,debt_consolidation, 36 months,0,0,91.7,0.0,-1
D,D3,0,5,RENT,28.65,debt_consolidation, 60 months,1,1,56.0,0.0,-1
C,C2,0,11,MORTGAGE,21.17,debt_consolidation, 60 months,0,1,28.4,0.0,-1
B,B4,0,7,RENT,12.54,small_business, 36 months,0,1,45.9,0.0,-1
A,A1,0,5,MORTGAGE,14.52,small_business, 36 months,1,1,20.6,0.0,-1
B,B3,0,3,RENT,19.55,other, 36 months,0,1,77.3,0.0,-1
B,B2,0,4,MORTGAGE,23.8,debt_consolidation, 36 months,0,1,60.8,0.0,-1
B,B4,0,10,MORTGAGE,17.67,debt_consolidation, 36 months,1,1,73.4,0.0,-1
C,C3,0,6,RENT,25.47,credit_card, 36 months,1,1,38.9,0.0,-1
C,C2,1,0,MORTGAGE,20.93,home_improvement, 36 months,1,1,71.8,0.0,-1
C,C2,0,11,MORTGAGE,10.55,debt_consolidation, 60 months,0,0,38.2,0.0,-1
B,B3,0,6,RENT,18.0,credit_card, 36 months,1,1,27.6,0.0,-1
C,C2,0,4,RENT,13.51,debt_consolidation, 36 months,0,0,91.8,0.0,-1
C,C2,0,6,RENT,21.47,credit_card, 36 months,1,1,83.2,0.0,-1
E,E4,0,3,MORTGAGE,13.67,debt_consolidation, 60 months,0,1,84.8,0.0,-1
G,G1,0,10,OWN,27.3,debt_consolidation, 60 months,0,0,42.7,0.0,-1
C,C2,0,11,OWN,19.58,credit_card, 36 months,1,1,95.8,0.0,-1
E,E1,0,6,MORTGAGE,18.92,debt_consolidation, 36 months,0,1,95.7,0.0,-1
C,C4,0,11,MORTGAGE,21.54,debt_consolidation, 36 months,0,0,81.2,0.0,-1
F,F3,0,8,RENT,19.05,debt_consolidation, 60 months,1,1,78.2,0.0,-1
B,B5,0,2,OWN,19.34,debt_consolidation, 36 months,0,0,83.2,0.0,-1
B,B4,0,7,RENT,20.34,debt_consolidation, 36 months,1,1,83.3,0.0,-1
B,B3,0,11,MORTGAGE,25.87,debt_consolidation, 36 months,1,1,64.2,0.0,-1
A,A4,0,11,RENT,2.24,medical, 36 months,1,1,57.8,0.0,-1
